name	RS	TAX	
Mahlapitsi orthoreovirus	NC_029911,NC_029912,NC_029913,NC_029914,NC_029915,NC_029916,NC_029917,NC_029918,NC_029919,NC_029920	2170064	
Mammalian orthoreovirus 3	NC_013225,NC_013226,NC_013227,NC_013228,NC_013229,NC_013230,NC_013231,NC_013232,NC_013233,NC_013234	538123	
Mammalian orthoreovirus 3 Dearing	NC_077837,NC_077838,NC_077839,NC_077840,NC_077841,NC_077842,NC_077843,NC_077844,NC_077845,NC_077846	10886	
Pulau reovirus	NC_038658,NC_038659,NC_038660,NC_038661,NC_038662,NC_038663,NC_038664,NC_038665,NC_038666,NC_038667	253454	
Baboon orthoreovirus	NC_015877,NC_015878,NC_015879,NC_015880,NC_015881,NC_015882,NC_015883,NC_015884,NC_015885,NC_015886	75888	
Piscine orthoreovirus	NC_036468,NC_036469,NC_036470,NC_036471,NC_036472,NC_036473,NC_036474,NC_036475,NC_036476,NC_036477	1157337	
Reptilian orthoreovirus	NC_023813,NC_023814,NC_023815,NC_023816,NC_023819,NC_023821,NC_023822,NC_078111,NC_078112,NC_078113,NC_078114,NC_078115,NC_078116,NC_078117,NC_078118,NC_078119,NC_078120	226613	
Cangyuan orthoreovirus	NC_025801,NC_025802,NC_025803,NC_025804,NC_025805,NC_025806,NC_025807,NC_025808,NC_025809,NC_025810	1388882	
Melaka orthoreovirus	NC_020439,NC_020440,NC_020441,NC_020442,NC_020443,NC_020444,NC_020445,NC_020446,NC_020447,NC_020448	419697	
Rice ragged stunt virus	NC_003749,NC_003750,NC_003751,NC_003752,NC_003757,NC_003758,NC_003759,NC_003769,NC_003770,NC_003771	42475	
Pseudomonas phage phi8	NC_003299,NC_003300,NC_003301	120086	
Pseudomonas phage phi12	NC_004173,NC_004174,NC_004175	161736	
Pseudomonas phage phi2954	NC_012091,NC_012092,NC_012093	593131	
Pseudomonas phage phi13	NC_004170,NC_004171,NC_004172	134554	
Pseudomonas phage phiYY	NC_042071,NC_042072,NC_042073	1852644	
Pseudomonas phage phi6	NC_003714,NC_003715,NC_003716	2928686	
Pseudomonas phage phiNN	NC_042068,NC_042069,NC_042070	1603039	
Allium cepa amalgavirus 1	NC_036580	2058778	
Allium cepa amalgavirus 2	NC_036581	2058779	
Southern tomato virus	NC_011591	591166	
Zostera marina amalgavirus 2	NC_034615	2560851	
Rhododendron virus A	NC_014481	878260	
Spinach amalgavirus 1	NC_035070	1985164	
Blueberry latent virus	NC_014593	430710	
Zostera marina amalgavirus 1	NC_034614	1985202	
Beauveria bassiana RNA virus 1	NC_027428	1054649	
Colletotrichum higginsianum non-segmented dsRNA virus 1	NC_028242	1565088	
Zygosaccharomyces bailii virus Z	NC_003874,NC_075420	114871	
Heterobasidion RNA virus 6	NC_078461,NC_078462	980634	
Curvularia thermal tolerance virus	NC_010985,NC_010986	421976	
Fusarium graminearum dsRNA mycovirus 4	NC_013470,NC_013471	687918	
Rhizoctonia solani dsRNA virus 1	NC_078463,NC_078464	1265605	
Lactarius rufus RNA virus 1	NC_078468,NC_078469	1803570	
Sclerotium hydrophilum virus 1	NC_030888,NC_030891	1895000	
Lactarius tabidus RNA virus 1	NC_055942,NC_078465	1803571	
Trichoderma harzianum bipartite mycovirus 1	NC_040768,NC_040769	2315392	
Beet cryptic virus 1	NC_011556,NC_011557	509923	
Carrot cryptic virus	NC_038823,NC_038824	589918	
Amasya cherry disease-associated mycovirus	NC_006440,NC_006441	284689	
Chondrostereum purpureum cryptic virus 1	NC_038915,NC_038916	529380	
Heterobasidion partitivirus 12	NC_038829,NC_038830	1469905	
Flammulina velutipes browning virus	NC_038825,NC_038826	568090	
Helicobasidium mompa dsRNA mycovirus	NC_043392	91913	
Heterobasidion partitivirus 15	NC_038833,NC_038834	1469908	
Rosellinia necatrix partitivirus 2	NC_020234,NC_020235	859651	
Heterobasidion partitivirus 13	NC_038831,NC_038832	1469906	
White clover cryptic virus 1	NC_006275,NC_006276	292052	
Heterobasidion partitivirus 3	NC_038835,NC_038836	631431	
Heterobasidion partitivirus 1	NC_038827,NC_038828	942041	
Vicia cryptic virus	NC_007241,NC_007242	54289	
Dill cryptic virus 2	NC_021147,NC_021148	1323529	
Atkinsonella hypoxylon virus	NC_003470,NC_003471	37961	
Cannabis cryptic virus	NC_031130,NC_031134,NC_077695,NC_077696	1115692	
Ceratocystis polonica partitivirus	NC_010705,NC_010706	235434	
Ceratocystis resinifera virus 1	NC_010754,NC_010755	674982	
Heterobasidion partitivirus 2	NC_038839,NC_038840	872291	
Fusarium poae virus 1	NC_003883,NC_003884	75747	
Fusarium poae virus 1-240374	NC_030877,NC_030882	1849534	
Hop trefoil cryptic virus 2	NC_021098,NC_021099	1323523	
Heterobasidion partitivirus 8	NC_038841,NC_038842	1249677	
Heterobasidion annosum P-type partitivirus	NC_043393	186815	
Pleurotus ostreatus virus 1	NC_006960,NC_006961	674983	
Red clover cryptic virus 2	NC_021096,NC_021097	1323524	
Primula malacoides virus China/Mar2007	NC_013109,NC_013110	479713	
Crimson clover cryptic virus 2	NC_038837,NC_038838	1323528	
Rhizoctonia solani virus 717	NC_003801	46618	
Rosellinia necatrix partitivirus 1-W8	NC_007537,NC_007538	235994	
Heterobasidion partitivirus 7	NC_035485,NC_035486	1387301	
White clover cryptic virus 2	NC_021094,NC_021095	1323525	
Cryptosporidium parvum virus 1	NC_038843,NC_038844	675060	
Beet cryptic virus 2	NC_038845,NC_038846,NC_038847	912029	
Pepper cryptic virus 2	NC_034159,NC_034167	1050903	
Fig cryptic virus	NC_015494,NC_015495	882768	
Beet cryptic virus 3	NC_043394	29257	
Pepper cryptic virus 1	NC_037095,NC_037096	369643	
Aspergillus ochraceous virus	NC_043396,NC_043397	358008	
Discula destructiva virus 2	NC_003710,NC_003711	160484	
Penicillium stoloniferum virus F	NC_007221,NC_007222	296210	
Penicillium stoloniferum virus S	NC_005976,NC_005977	216371	
Fusarium solani virus 1	NC_003885,NC_003886	1511847	
Gremmeniella abietina RNA virus MS1	NC_004018,NC_004019,NC_004020	191436	
Ophiostoma partitivirus 1	NC_038917,NC_038918	347482	
Discula destructiva virus 1	NC_002797,NC_002800	148880	
Picobirnavirus Equ3	NC_078097,NC_078098	1673646	
Human picobirnavirus	NC_007026,NC_007027	145856	
Yellowtail ascites virus	NC_004168,NC_004176	59816	
Infectious pancreatic necrosis virus	NC_001915,NC_001916	11002	
Tellina virus 2	NC_055120	359996	
Infectious bursal disease virus	NC_004178,NC_004179,NC_077769,NC_077770	10995	
Blotched snakehead virus	NC_005982,NC_005983	311176	
Lates calcarifer birnavirus	NC_055451,NC_055452	2583366	
Mosquito X virus	NC_078086,NC_078087	2734558	
Drosophila X virus	NC_004169,NC_004177	48981	
Rotifer birnavirus strain Palavas	NC_078107,NC_078108	595652	
Tellina virus 1	NC_038869,NC_038870	321302	
Aspergillus spelaeus tetramycovirus 1	NC_078037,NC_078038,NC_078039,NC_078040	2485922	
Aspergillus fumigatus polymycovirus 1	NC_040418,NC_040419,NC_040420,NC_040421	2250469	
Aspergillus fumigatus tetramycovirus 1	NC_078124,NC_078125,NC_078126,NC_078127	2849587	
Beauveria bassiana polymycovirus 1	NC_034257,NC_034258,NC_034259,NC_034260	1740646	
Botryosphaeria dothidea RNA virus 1	NC_033476,NC_033477,NC_033494,NC_033495,NC_033496	2849745	
Cladosporium cladosporioides virus 1	NC_024704,NC_024705,NC_024706,NC_024707,NC_024708	1529605	
Colletotrichum camelliae filamentous virus 1	NC_078024,NC_078025,NC_078026,NC_078027,NC_078028,NC_078029,NC_078030,NC_078031	2029458	
Fusarium redolens polymycovirus 1	NC_055274,NC_055275,NC_055276,NC_055277,NC_055278,NC_055279,NC_055280,NC_055281	2546034	
Magnaporthe oryzae polymycovirus 1	NC_055282,NC_055283,NC_055284,NC_055285	2509266	
Penicillium brevicompactum tetramycovirus 1	NC_055286,NC_055287,NC_055288,NC_055289	2485923	
Penicillium digitatum polymycoviruses 1	NC_040422,NC_040423,NC_040424,NC_040425	2164101	
Agaricus bisporus virus 10	NC_076593	1945740	
Aspergillus ellipticus fusarivirus 1	NC_076664	2501216	
Auricularia heimuer fusarivirus 1	NC_076882	2732256	
Botryosphaeria dothidea fusarivirus 1	NC_076823	2698667	
Botrytis cinerea fusarivirus 5	NC_076850	2735921	
Fusarium graminearum dsRNA mycovirus 1	NC_006937	194397	
Fusarium poae fusarivirus 1	NC_030868	1849537	
Plasmopara viticola lesion associated fusarivirus 2	NC_076821	2692088	
Macrophomina phaseolina single-stranded RNA virus 1	NC_076583	1708488	
Neofusicoccum luteum fusarivirus 1	NC_040791,NC_076598	1985188	
Neurospora discreta fusarivirus 1	NC_076665	2501219	
Penicillium aurantiogriseum fusarivirus 1	NC_028467	1755752	
Plasmopara viticola lesion associated fusarivirus 1	NC_076820	2692087	
Pleospora typhicola fusarivirus 1	NC_028470	1755785	
Agaricus bisporus virus 11	NC_076594	1945741	
Rhizoctonia solani fusarivirus 3	NC_076690	2599955	
Sclerotium rolfsii fusarivirus 2	NC_076640	2490824	
Penicillium roqueforti ssRNA mycovirus 1	NC_024699	1532180	
Rosellinia necatrix fusarivirus 1	NC_024485	1476202	
Rutstroemia firma fusarivirus 1	NC_076666	2501220	
Sclerotium rolfsii fusarivirus 1	NC_076639	2490823	
Zymoseptoria tritici fusarivirus 1	NC_076668	2501222	
Alternaria brassicicola fusarivirus 1	NC_029056	1766767	
Botrytis cinerea fusarivirus 7	NC_076851	2735923	
Rhizoctonia solani fusarivirus 2	NC_076688	2599954	
Neurospora crassa fusarivirus 1	NC_076609	2715689	
Botrytis cinerea fusarivirus 3	NC_076848	2735919	
Sclerotinia homoeocarpa fusarivirus 1	NC_076667	2501221	
Botrytis cinerea fusarivirus 4	NC_076849	2735920	
Neurospora discreta fusarivirus 2	NC_076612	2776808	
Rhizoctonia solani fusarivirus 1	NC_076689	2599953	
Sclerotinia sclerotiorum fusarivirus 1	NC_027208	1661062	
Botrytis cinerea fusarivirus 1	NC_037660	2219106	
Botrytis cinerea fusarivirus 1-S1	NC_037661	2219107	
Botrytis cinerea fusarivirus 1-S2	NC_037662	2219108	
Lentinula edodes fusarivirus 1	NC_076860	2778976	
Alternaria alternata hypovirus 1	NC_076658	2601605	
Cryphonectria hypovirus 2	NC_003534	40282	
Bipolaris oryzae hypovirus 1	NC_076634	2511840	
Botrytis cinerea hypovirus 2	NC_076846	2735925	
Cryphonectria hypovirus 1	NC_001492	40281	
Fusarium graminearum hypovirus 1	NC_023680,NC_076659	1284208	
Wuhan insect virus 14	NC_033473	1923718	
Fusarium sambucinum hypovirus 1	NC_076613	2801155	
Macrophomina phaseolina hypovirus 2	NC_077057	2741642	
Fusarium sacchari hypovirus 1	NC_076729	2716764	
Trichoderma asperellum hypovirus 1	NC_076662	2501273	
Cryphonectria hypovirus 4	NC_006431	245101	
Cryphonectria hypovirus 3	NC_000960	106962	
Fusarium oxysporum dianthi hypovirus 2	NC_076726	2698666	
Phomopsis longicolla hypovirus	NC_024685	1523858	
Sclerotinia sclerotiorum hypovirus 1	NC_015939	1074325	
Setosphaeria turcica hypovirus 1	NC_076661	2501272	
Botrytis cinerea hypovirus 1	NC_037659	2219105	
Trichoderma harzianum hypovirus 1	NC_076725	2664558	
Valsa ceratosperma hypovirus 1	NC_017099	1129873	
Beihai hypo-like virus 1	NC_032476	1922393	
Beihai sipunculid worm virus 6	NC_032616	1922678	
Agaricus bisporus virus 2	NC_076596	1945747	
Entoleuca hypovirus 1	NC_076622	2086643	
Fusarium poae hypovirus 1	NC_076599	1849538	
Rosellinia necatrix hypovirus 1	NC_036590	2032989	
Fusarium langsethiae hypovirus 1	NC_032212	1926644	
Sclerotium rolfsii hypovirus 8	NC_076647	2492655	
Sclerotium rolfsii hypovirus 4	NC_076643	2490815	
Sclerotium rolfsii hypovirus 5	NC_076644	2490816	
Sclerotium rolfsii hypovirus 2	NC_076641	2490813	
Sclerotium rolfsii hypovirus 3	NC_076642	2490814	
Sclerotium rolfsii hypovirus 7	NC_076646	2490817	
Botrytis cinerea hypovirus 4	NC_076847	2735927	
Rhizoctonia solani hypovirus 1	NC_076691	2599957	
Sclerotium rolfsii hypovirus 1	NC_076630	1908380	
Sclerotinia sclerotiorum hypovirus 2	NC_022896,NC_076636	1423347	
Sclerotinia sclerotiorum hypovirus 6	NC_076645	2490812	
Olivier's shrew virus 1	NC_035127	2012619	
Equine arteritis virus	NC_002532	11047	
African pouched rat arterivirus	NC_026439	1965064	
Simian hemorrhagic fever virus	NC_003092	38143	
Simian hemorrhagic encephalitis virus	NC_038293	1965068	
Free State vervet virus	NC_029992	1737586	
Zambian malbrouck virus 1	NC_048209	2682610	
Kibale red colobus virus 2	NC_034455	1936072	
DeBrazza's monkey arterivirus	NC_026509	1965063	
Kibale red-tailed guenon virus 1	NC_038292	1965065	
Pebjah virus	NC_027124	1658615	
Kafue kinda chacma baboon virus	NC_029053	1823757	
Mikumi yellow baboon virus 1	NC_025112	1546177	
Kibale red colobus virus 1	NC_033553	1885929	
Porcine reproductive and respiratory syndrome virus	NC_001961	28344	
Porcine reproductive and respiratory syndrome virus 2	NC_038291	1965067	
Rat arterivirus 1	NC_028963,NC_032987	1734441	
Lelystad virus	NC_043487	11049	
Lactate dehydrogenase-elevating virus	NC_001639	11048	
Wobbly possum disease virus	NC_026811	1118369	
Trionyx sinensis hemorrhagic syndrome virus	NC_076637	1705352	
Chinese broad-headed pond turtle arterivirus	NC_046961	2116345	
Guangdong greater green snake arterivirus	NC_046959	2116442	
Hainan oligodon formosanus arterivirus	NC_046958	2116440	
Bat coronavirus CDPHE15/USA/2006	NC_022103	1384461	
BtRf-AlphaCoV/HuB2013	NC_028814	1503292	
Hipposideros pomona bat coronavirus CHB25	NC_054004	2691598	
Rousettus bat coronavirus HKU10	NC_018871	1241933	
Camel alphacoronavirus	NC_028752	1699095	
Human coronavirus 229E [GN:T40364]	NC_002645	11137	
Lucheng Rn rat coronavirus	NC_032730	1508224	
Ferret coronavirus	NC_030292	1264898	
Mink coronavirus strain WD1127	NC_023760	766791	
Miniopterus bat coronavirus HKU8	NC_010438	694001	
Bat coronavirus 1A	NC_010437	393767	
BtMr-AlphaCoV/SAX2011	NC_028811	1503289	
BtNv-AlphaCoV/SC2013	NC_028833	1503291	
Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015	NC_046964	2492658	
Tylonycteris bat coronavirus HKU33	NC_054015	2586420	
Porcine epidemic diarrhea virus	NC_003436	28295	
Scotophilus bat coronavirus 512	NC_009657	693999	
Rhinolophus bat coronavirus HKU2	NC_009988	693998	
Human coronavirus NL63 [GN:T40365]	NC_005831	277944	
NL63-related bat coronavirus	NC_032107,NC_048216	1920748	
Feline infectious peritonitis virus	NC_002306	11135	
Swine enteric coronavirus	NC_028806	1766554	
Transmissible gastroenteritis virus	NC_038861	11149	
Bovine coronavirus	NC_003045	11128	
Human coronavirus OC43 [GN:T40362]	NC_006213	31631	
Human coronavirus HKU1 [GN:T40363]	NC_006577	290028	
Murine hepatitis virus	NC_001846,NC_048217	11138	
Murine hepatitis virus strain JHM [RS:AC_000192]		11144	
Rat coronavirus Parker	NC_012936	502102	
Betacoronavirus HKU24	NC_026011	1590370	
Bat Hp-betacoronavirus/Zhejiang2013	NC_025217	1541205	
Betacoronavirus England 1	NC_038294	1263720	
Middle East respiratory syndrome-related coronavirus [GN:T40090]	NC_019843	1335626	
Betacoronavirus Erinaceus/VMC/DEU/2012	NC_039207	1385427	
Pipistrellus bat coronavirus HKU5	NC_009020	694008	
Tylonycteris bat coronavirus HKU4	NC_009019	694007	
Rousettus bat coronavirus	NC_030886	1892416	
Rousettus bat coronavirus HKU9	NC_009021	694006	
SARS coronavirus Tor2 [GN:T40069]	NC_004718	227984	
Severe acute respiratory syndrome coronavirus 2 [GN:T40361]	NC_045512	2697049	
Wigeon coronavirus HKU20	NC_016995	1159908	
Common moorhen coronavirus HKU21	NC_016996	1159902	
Munia coronavirus HKU13-3514	NC_011550	572289	
Bulbul coronavirus HKU11-934	NC_011547	572288	
Porcine coronavirus HKU15	NC_039208	1159905	
White-eye coronavirus HKU16	NC_016991	1159907	
Night heron coronavirus HKU19	NC_016994	1159904	
Beluga whale coronavirus SW1	NC_010646	694015	
Duck coronavirus	NC_048214	300188	
Infectious bronchitis virus	NC_001451,NC_048213	11120	
Turkey coronavirus	NC_010800	11152	
Pacific salmon nidovirus	NC_076697	2587487	
Botrylloides leachii nidovirus	NC_055538	2509395	
Beihai Nido-like virus 1	NC_032496	1922350	
Casuarina virus	NC_023986	1482319	
Kadiweu virus	NC_043488	1795438	
Dak Nong virus	NC_038297	1238455	
Karang Sari virus	NC_038296	1332248	
Cavally virus	NC_015668	1041929	
Nam Dinh virus	NC_015874	325676	
Dianke virus	NC_036586	2060479	
Ofaie virus	NC_043489	1795442	
Yichang virus	NC_040534	2053026	
Insect mesonivirus 1	NC_076855	2819081	
Aphis citricidus meson-like virus	NC_076866	2788946	
Frankliniella occidentalis associated mesonivirus 1	NC_076856	2767230	
Planarian secretory cell nidovirus	NC_040361	2100419	
Nanhai ghost shark arterivirus	NC_046960	2116441	
Wuhan japanese halfbeak arterivirus	NC_046957	2116443	
Beihai Nido-like virus 2	NC_032492	1922351	
Wenling nido-like virus 1	NC_032763	1923510	
Beihai hermit crab virus 4	NC_032490	1922391	
Macrobrachium rosenbergii Golda virus	NC_076908	2783683	
Yellow head virus	NC_043505,NC_048215	96029	
White bream virus	NC_008516	405554	
Fathead minnow nidovirus	NC_038295	889873	
Chinook salmon bafinivirus	NC_026812	1611837	
Bovine nidovirus TCH5	NC_027199	1631554	
Hainan hebius popei torovirus	NC_046962	2116385	
Xinzhou toro-like virus	NC_033700	1923777	
Veiled chameleon serpentovirus A	NC_076912	2806429	
Morelia viridis nidovirus	NC_035465,NC_076657	2016400	
Ball python nidovirus	NC_024709	1986118	
Bellinger River virus	NC_046956	2301728	
Shingleback nidovirus 1	NC_043474	1912590	
Xinzhou nematode virus 6	NC_043490	1923774	
Veiled chameleon serpentovirus B	NC_076911	2806430	
Bangali torovirus	NC_076940	2816848	
Breda virus	NC_007447	46473	
Berne virus	NC_043211,NC_043212	11156	
Equine torovirus	NC_043213	329862	
Porcine torovirus	NC_022787	237020	
Calicivirus chicken/V0021/Bayern/2004	NC_075411	889389	
Chicken calicivirus	NC_033081	1172196	
European brown hare syndrome virus	NC_002615	33756	
Rabbit hemorrhagic disease virus	NC_001543	11976	
Fathead minnow calicivirus	NC_035675	1949201	
Turkey calicivirus	NC_043516	1172195	
Nebraska virus	NC_004064	2847999	
Newbury agent 1	NC_007916	331642	
Norovirus GI	NC_001959,NC_044853,NC_044854,NC_044856	122928	
Norovirus GI/Hu/JP/2007/GI.P3_GI.3/Shimizu/KK2866	NC_039897	1529909	
Norovirus GII	NC_039477,NC_040876,NC_044932	122929	
Norovirus GII.17	NC_039475	552592	
Norovirus GII.2	NC_039476	490039	
Norovirus GII/Hu/JP/2007/GII.P15_GII.15/Sapporo/HK299	NC_044045	1529918	
Norovirus GII/Hu/JP/2011/GII/Yuzawa/Gira2HS	NC_044046	1529924	
Norovirus GIII	NC_029645	340017	
Norovirus GIV	NC_029647,NC_044855,NC_045762	262897	
Norovirus GV	NC_008311	1246677	
Norovirus dog/GVI.1/HKU_Ca026F/2007/HKG	NC_044047	673457	
Norwalk virus [GN:T40107]		11983	
Norwalk-like virus	NC_029646	95340	
Primate norovirus	NC_031324	1903318	
Tulane virus	NC_043512	512169	
Atlantic salmon calicivirus	NC_024031	1489836	
Cowden I virus	NC_000940	2849715	
Sapovirus C12	NC_006554	290314	
Sapovirus Hu/Dresden/pJG-Sap01/DE	NC_006269	291175	
Sapovirus Hu/GI/Sapporo/MT-2010/1982	NC_075724	758863	
Sapovirus Hu/Nagoya/NGY-1/2012/JPN	NC_027026	1280920	
Sapovirus Mc10	NC_010624	234601	
Vesicular exanthema of swine virus	NC_002551	35612	
Walrus calicivirus	NC_004541	146073	
Feline calicivirus	NC_001481,NC_075569	11978	
Calicivirus pig/AB90/CAN	NC_012699	520973	
Acute bee paralysis virus	NC_002548	92444	
Mud crab virus	NC_014793	932662	
Israeli acute paralysis virus	NC_009025	294365	
Kashmir bee virus	NC_004807	68876	
Taura syndrome virus	NC_003005	142102	
Solenopsis invicta virus 1	NC_006559	294369	
Drosophila C virus	NC_001834	64279	
Cricket paralysis virus	NC_003924	12136	
Aphid lethal paralysis virus	NC_004365	209529	
Solenopsis invicta virus 6	NC_077016	2547312	
Rhopalosiphum padi virus	NC_001874	66834	
Himetobi P virus	NC_003782	81583	
Homalodisca coagulata virus 1	NC_008029	2170238	
Black queen cell virus	NC_003784	92395	
Plautia stali intestine virus	NC_003779	64698	
Triatoma virus	NC_003783	103442	
Centovirus AC	NC_031687	1916650	
Mosquito dicistrovirus	NC_031688	1911442	
Acheta domesticus iflavirus	NC_078647,NC_078648	2812802	
Deformed wing virus	NC_004830	198112	
Varroa destructor virus 1	NC_006494	232800	
Slow bee paralysis virus	NC_014137	458132	
Spodoptera exigua iflavirus 2	NC_023676	1228012	
